Happy_comment_word,%good_word,Sad_comment_word,%bad_word,All_number_use_for_word
روز,0.3715083798882682,روز,0.6284916201117319,1074.0
چرا,0.2993451824134705,چرا,0.7006548175865295,1069.0
حتی,0.27075471698113207,حتی,0.7292452830188679,1060.0
پر,0.39268527430221367,پر,0.6073147256977863,1039.0
چیزی,0.26229508196721313,چیزی,0.7377049180327869,1037.0
سفت,0.20696324951644102,سفت,0.793036750483559,1034.0
بشه,0.5550098231827112,بشه,0.4449901768172888,1018.0
چرب,0.3418467583497053,چرب,0.6581532416502947,1018.0
هزینه,0.4856860809476802,هزینه,0.5143139190523198,1013.0
کمتر,0.5580933465739821,کمتر,0.44190665342601787,1007.0
نوشابه,0.34328358208955223,نوشابه,0.6567164179104478,1005.0
اون,0.34472361809045227,اون,0.6552763819095477,995.0
نیم,0.24974411463664278,نیم,0.7502558853633572,977.0
اگه,0.5642343268242549,اگه,0.4357656731757451,973.0
توضیحات,0.4205607476635514,توضیحات,0.5794392523364486,963.0
روغن,0.25078043704474506,روغن,0.7492195629552549,961.0
مرسی,0.9371069182389937,مرسی,0.06289308176100629,954.0
شدت,0.11659663865546219,شدت,0.8834033613445378,952.0
ظرف,0.3706441393875396,ظرف,0.6293558606124604,947.0
بودند,0.4078389830508475,بودند,0.5921610169491526,944.0
چند,0.3161290322580645,چند,0.6838709677419355,930.0
شور,0.29557713052858686,شور,0.7044228694714132,927.0
قبلا,0.2987012987012987,قبلا,0.7012987012987013,924.0
انتظار,0.3006535947712418,انتظار,0.6993464052287581,918.0
اندازه,0.49066959385290887,اندازه,0.5093304061470911,911.0
۲,0.22417582417582418,۲,0.7758241758241758,910.0
تماس,0.2879120879120879,تماس,0.7120879120879121,910.0
باز,0.35209713024282563,باز,0.6479028697571744,906.0
پیتزای,0.3511111111111111,پیتزای,0.6488888888888888,900.0
میکنم,0.5870535714285714,میکنم,0.41294642857142855,896.0
همراه,0.43575418994413406,همراه,0.5642458100558659,895.0
کشید,0.30067567567567566,کشید,0.6993243243243243,888.0
درست,0.3506200676437429,درست,0.649379932356257,887.0
گذاشته,0.392090395480226,گذاشته,0.607909604519774,885.0
یخ,0.14835787089467722,یخ,0.8516421291053228,883.0
دور,0.2,دور,0.8,880.0
فکر,0.3624856156501726,فکر,0.6375143843498274,869.0
کردن,0.32909930715935337,کردن,0.6709006928406467,866.0
پول,0.1766743648960739,پول,0.8233256351039261,866.0
متاسفم,0.027809965237543453,متاسفم,0.9721900347624566,863.0
همین,0.46635730858468677,همین,0.5336426914153132,862.0
امیدوارم,0.6643437862950058,امیدوارم,0.3356562137049942,861.0
اشتباه,0.2543757292882147,اشتباه,0.7456242707117853,857.0
زده,0.2716627634660422,زده,0.7283372365339579,854.0
بود!,0.29843561973525873,بود!,0.7015643802647413,831.0
البته,0.5956678700361011,البته,0.4043321299638989,831.0
عدد,0.22798552472858866,عدد,0.7720144752714113,829.0
کهنه,0.13043478260869565,کهنه,0.8695652173913043,828.0
کیفیتش,0.4945321992709599,کیفیتش,0.5054678007290401,823.0
داشت.,0.4504283965728274,داشت.,0.5495716034271726,817.0
فرستاده,0.3132678132678133,فرستاده,0.6867321867321867,814.0
قیمتش,0.4987684729064039,قیمتش,0.5012315270935961,812.0
کاش,0.7339108910891089,کاش,0.2660891089108911,808.0
نپخته,0.12034739454094293,نپخته,0.8796526054590571,806.0
نداشت.,0.26243781094527363,نداشت.,0.7375621890547264,804.0
شد.,0.4094881398252185,شد.,0.5905118601747815,801.0
فرستادن,0.24873096446700507,فرستادن,0.751269035532995,788.0
پیش,0.2877237851662404,پیش,0.7122762148337596,782.0
خوبه,0.7503234152652005,خوبه,0.24967658473479948,773.0
سه,0.3276762402088773,سه,0.6723237597911227,766.0
ک,0.4044795783926219,ک,0.5955204216073782,759.0
گوجه,0.32981530343007914,گوجه,0.6701846965699209,758.0
داشتم,0.44133333333333336,داشتم,0.5586666666666666,750.0
تمام,0.30666666666666664,تمام,0.6933333333333334,750.0
ته,0.3644859813084112,ته,0.6355140186915887,749.0
بر,0.3030707610146863,بر,0.6969292389853138,749.0
کامل,0.4605087014725569,کامل,0.5394912985274432,747.0
بستنی,0.3297587131367292,بستنی,0.6702412868632708,746.0
….,0.3785234899328859,….,0.6214765100671141,745.0
دوست,0.6379542395693136,دوست,0.3620457604306864,743.0
شدم,0.34097035040431267,شدم,0.6590296495956873,742.0
هات,0.4175675675675676,هات,0.5824324324324325,740.0
پیگیری,0.2683923705722071,پیگیری,0.7316076294277929,734.0
عکس,0.32650273224043713,عکس,0.6734972677595629,732.0
فیله,0.39094650205761317,فیله,0.6090534979423868,729.0
اولین,0.49038461538461536,اولین,0.5096153846153846,728.0
تقریبا,0.3328690807799443,تقریبا,0.6671309192200557,718.0
برام,0.32770745428973275,برام,0.6722925457102672,711.0
بدی,0.1352112676056338,بدی,0.8647887323943662,710.0
تاریخ,0.47390691114245415,تاریخ,0.5260930888575458,709.0
نوشته,0.355021216407355,نوشته,0.6449787835926449,707.0
مورد,0.4438122332859175,مورد,0.5561877667140825,703.0
حد,0.32952924393723254,حد,0.6704707560627675,701.0
بوده,0.289586305278174,بوده,0.7104136947218259,701.0
پیشنهاد,0.5442857142857143,پیشنهاد,0.45571428571428574,700.0
وجود,0.35336194563662376,وجود,0.6466380543633763,699.0
آن,0.3208092485549133,آن,0.6791907514450867,692.0
نظرم,0.6090116279069767,نظرم,0.39098837209302323,688.0
منو,0.4008746355685131,منو,0.5991253644314869,686.0
گرفتم,0.27988338192419826,گرفتم,0.7201166180758017,686.0
کنم,0.36988304093567254,کنم,0.6301169590643275,684.0
بیات,0.15249266862170088,بیات,0.8475073313782991,682.0
بابت,0.6469719350073855,بابت,0.35302806499261447,677.0
کوچک,0.3125925925925926,کوچک,0.6874074074074074,675.0
اضافه,0.5289747399702823,اضافه,0.4710252600297177,673.0
خورده,0.33779761904761907,خورده,0.6622023809523809,672.0
غیر,0.21875,غیر,0.78125,672.0
انقدر,0.25748502994011974,انقدر,0.7425149700598802,668.0
سرخ,0.3652694610778443,سرخ,0.6347305389221557,668.0
اینجا,0.35135135135135137,اینجا,0.6486486486486487,666.0
تومن,0.2586466165413534,تومن,0.7413533834586467,665.0
خود,0.37327188940092165,خود,0.6267281105990783,651.0
نصف,0.2043343653250774,نصف,0.7956656346749226,646.0
پخته,0.416796267496112,پخته,0.583203732503888,643.0
چه,0.2857142857142857,چه,0.7142857142857143,637.0
له,0.2054140127388535,له,0.7945859872611465,628.0
اول,0.3444976076555024,اول,0.6555023923444976,627.0
میشد,0.4752,میشد,0.5248,625.0
بقیه,0.5544871794871795,بقیه,0.44551282051282054,624.0
نداره,0.3494363929146538,نداره,0.6505636070853462,621.0
تیکه,0.21661237785016288,تیکه,0.7833876221498371,614.0
کوچیک,0.4157119476268412,کوچیک,0.5842880523731587,611.0
بهترین,0.8842975206611571,بهترین,0.11570247933884298,605.0
قاشق,0.33665008291873966,قاشق,0.6633499170812603,603.0
نبودم,0.09966777408637874,نبودم,0.9003322259136213,602.0
سفارشم,0.46589018302828616,سفارشم,0.5341098169717138,601.0
گرفته,0.2809364548494983,گرفته,0.7190635451505016,598.0
چنگال,0.4013377926421405,چنگال,0.5986622073578596,598.0
۱,0.19627749576988154,۱,0.8037225042301185,591.0
کار,0.3870967741935484,کار,0.6129032258064516,589.0
حتما,0.6473594548551959,حتما,0.3526405451448041,587.0
روش,0.27427597955706984,روش,0.7257240204429302,587.0
تکه,0.25426621160409557,تکه,0.7457337883959044,586.0
وقت,0.5017064846416383,وقت,0.49829351535836175,586.0
سبزی,0.43470790378006874,سبزی,0.5652920962199313,582.0
خامه,0.29930795847750863,خامه,0.7006920415224913,578.0
حجمش,0.5570934256055363,حجمش,0.4429065743944637,578.0
تند,0.49391304347826087,تند,0.5060869565217392,575.0
میدم,0.5121951219512195,میدم,0.4878048780487805,574.0
نبود،,0.28097731239092494,نبود،,0.7190226876090751,573.0
خسته,0.774869109947644,خسته,0.225130890052356,573.0
الان,0.270979020979021,الان,0.7290209790209791,572.0
فاصله,0.3450087565674256,فاصله,0.6549912434325744,571.0
بو,0.20175438596491227,بو,0.7982456140350878,570.0
داشته,0.44991212653778556,داشته,0.5500878734622144,569.0
زیادی,0.4532627865961199,زیادی,0.54673721340388,567.0
کوبیده,0.36507936507936506,کوبیده,0.6349206349206349,567.0
یعنی,0.2756183745583039,یعنی,0.7243816254416962,566.0
جالب,0.4574468085106383,جالب,0.5425531914893617,564.0
سرعت,0.872113676731794,سرعت,0.12788632326820604,563.0
نمیدونم,0.3167259786476868,نمیدونم,0.6832740213523132,562.0
دقت,0.5284697508896797,دقت,0.47153024911032027,562.0
انتخاب,0.49466192170818507,انتخاب,0.505338078291815,562.0
عالی.,0.9732620320855615,عالی.,0.026737967914438502,561.0
مدیریت,0.7392857142857143,مدیریت,0.26071428571428573,560.0
سری,0.3667262969588551,سری,0.6332737030411449,559.0
مخصوصا,0.7243243243243244,مخصوصا,0.2756756756756757,555.0
سوپر,0.4972972972972973,سوپر,0.5027027027027027,555.0
افت,0.18231046931407943,افت,0.8176895306859205,554.0
آوردن,0.37749546279491836,آوردن,0.6225045372050817,551.0
درد,0.7114337568058077,درد,0.2885662431941924,551.0
بیش,0.2595281306715064,بیش,0.7404718693284936,551.0
کرد,0.38321167883211676,کرد,0.6167883211678832,548.0
داگ,0.3956043956043956,داگ,0.6043956043956044,546.0
سوپ,0.4908424908424908,سوپ,0.5091575091575091,546.0
هستم,0.4542124542124542,هستم,0.5457875457875457,546.0
پلو,0.3885819521178637,پلو,0.6114180478821363,543.0
شیر,0.32162661737523107,شیر,0.678373382624769,541.0
۳,0.26579925650557623,۳,0.7342007434944238,538.0
شیرینی‌ها,0.4533582089552239,شیرینی‌ها,0.5466417910447762,536.0
عالیه,0.9138576779026217,عالیه,0.08614232209737828,534.0
قرار,0.34150943396226413,قرار,0.6584905660377358,530.0
مانده,0.13092979127134724,مانده,0.8690702087286527,527.0
تومان,0.26996197718631176,تومان,0.7300380228136882,526.0
کاهو,0.23047619047619047,کاهو,0.7695238095238095,525.0
سپاس,0.8971428571428571,سپاس,0.10285714285714286,525.0
غذاها,0.517175572519084,غذاها,0.48282442748091603,524.0
دوباره,0.302504816955684,دوباره,0.697495183044316,519.0
بجای,0.3301158301158301,بجای,0.6698841698841699,518.0
ارسالی,0.23552123552123552,ارسالی,0.7644787644787645,518.0
خوردم,0.29651162790697677,خوردم,0.7034883720930233,516.0
پیاز,0.404296875,پیاز,0.595703125,512.0
بدترین,0.025390625,بدترین,0.974609375,512.0
رسید،,0.6509803921568628,رسید،,0.34901960784313724,510.0
بنده,0.29980276134122286,بنده,0.7001972386587771,507.0
مشکل,0.3900990099009901,مشکل,0.6099009900990099,505.0
هزار,0.20119521912350596,هزار,0.798804780876494,502.0
زنگ,0.2450199203187251,زنگ,0.7549800796812749,502.0
ماست,0.358,ماست,0.642,500.0
مجبور,0.25301204819277107,مجبور,0.7469879518072289,498.0
سرویس,0.6156941649899397,سرویس,0.3843058350100604,497.0
غذایی,0.2414486921529175,غذایی,0.7585513078470825,497.0
تنها,0.5564516129032258,تنها,0.4435483870967742,496.0
بهم,0.32727272727272727,بهم,0.6727272727272727,495.0
حالا,0.33535353535353535,حالا,0.6646464646464646,495.0
ثبت,0.32525252525252524,ثبت,0.6747474747474748,495.0
باروژ,0.3724696356275304,باروژ,0.6275303643724697,494.0
اومد,0.5506072874493927,اومد,0.4493927125506073,494.0
است.,0.4939271255060729,است.,0.5060728744939271,494.0
حداقل,0.3054989816700611,حداقل,0.6945010183299389,491.0
همبرگر,0.2897959183673469,همبرگر,0.710204081632653,490.0
باعث,0.3448979591836735,باعث,0.6551020408163265,490.0
استیک,0.42650103519668736,استیک,0.5734989648033126,483.0
مخصوص,0.5426195426195426,مخصوص,0.4573804573804574,481.0
بودم.,0.5270833333333333,بودم.,0.47291666666666665,480.0
دوتا,0.3177966101694915,دوتا,0.6822033898305084,472.0
شبیه,0.22483940042826553,شبیه,0.7751605995717344,467.0
دادن,0.315450643776824,دادن,0.6845493562231759,466.0
دارم,0.5364806866952789,دارم,0.463519313304721,466.0
داخلش,0.3096774193548387,داخلش,0.6903225806451613,465.0
پرپروک,0.4064516129032258,پرپروک,0.5935483870967742,465.0
مخلفات,0.46220302375809935,مخلفات,0.5377969762419006,463.0
دستمون,0.6515151515151515,دستمون,0.3484848484848485,462.0
نوع,0.40997830802603036,نوع,0.5900216919739696,461.0
نمک,0.4260869565217391,نمک,0.5739130434782609,460.0
بهتره,0.6230936819172114,بهتره,0.3769063180827887,459.0
رفته,0.28104575163398693,رفته,0.7189542483660131,459.0
بودن.,0.4847161572052402,بودن.,0.5152838427947598,458.0
خورد,0.17903930131004367,خورد,0.8209606986899564,458.0
عالی،,0.9605263157894737,عالی،,0.039473684210526314,456.0
واسه,0.3399122807017544,واسه,0.6600877192982456,456.0
بگم,0.4481236203090508,بگم,0.5518763796909493,453.0
جدا,0.42350332594235035,جدا,0.5764966740576497,451.0
ساده,0.3184855233853007,ساده,0.6815144766146993,449.0
حمل,0.42761692650334077,حمل,0.5723830734966593,449.0
طعمش,0.6191536748329621,طعمش,0.38084632516703787,449.0
بزرگ,0.4174107142857143,بزرگ,0.5825892857142857,448.0
نداشتم,0.2757847533632287,نداشتم,0.7242152466367713,446.0
ب,0.4966292134831461,ب,0.503370786516854,445.0
چیکن,0.5112612612612613,چیکن,0.48873873873873874,444.0
کلی,0.3129251700680272,کلی,0.6870748299319728,441.0
سر,0.5216400911161732,سر,0.4783599088838269,439.0
کنار,0.4589041095890411,کنار,0.541095890410959,438.0
موجود,0.3675799086757991,موجود,0.632420091324201,438.0
فلفل,0.38443935926773454,فلفل,0.6155606407322655,437.0
اعلام,0.3646788990825688,اعلام,0.6353211009174312,436.0
سزار,0.33793103448275863,سزار,0.6620689655172414,435.0
توش,0.2626728110599078,توش,0.7373271889400922,434.0
پخت,0.5092165898617511,پخت,0.49078341013824883,434.0
شود,0.5069124423963134,شود,0.4930875576036866,434.0
شیرین,0.39631336405529954,شیرین,0.6036866359447005,434.0
زودتر,0.8120649651972158,زودتر,0.18793503480278423,431.0
باگت,0.37354988399071926,باگت,0.6264501160092807,431.0
کیلو,0.28074245939675174,کیلو,0.7192575406032483,431.0
رفتار,0.6883720930232559,رفتار,0.3116279069767442,430.0
فست,0.47785547785547783,فست,0.5221445221445221,429.0
دار,0.48484848484848486,دار,0.5151515151515151,429.0
جا,0.42990654205607476,جا,0.5700934579439252,428.0
حال,0.46261682242990654,حال,0.5373831775700935,428.0
۵,0.3925233644859813,۵,0.6074766355140186,428.0
تخفیف,0.47306791569086654,تخفیف,0.5269320843091335,427.0
ضمن,0.36619718309859156,ضمن,0.6338028169014085,426.0
همون,0.39436619718309857,همون,0.6056338028169014,426.0
اومده,0.2109004739336493,اومده,0.7890995260663507,422.0
شکلاتی,0.41706161137440756,شکلاتی,0.5829383886255924,422.0
نمیشه,0.32779097387173395,نمیشه,0.672209026128266,421.0
آماده,0.4292565947242206,آماده,0.5707434052757794,417.0
امروز,0.3542168674698795,امروز,0.6457831325301204,415.0
قبول,0.472289156626506,قبول,0.5277108433734939,415.0
پاستا,0.39371980676328505,پاستا,0.606280193236715,414.0
اینقدر,0.28883495145631066,اینقدر,0.7111650485436893,412.0
سالم,0.7597087378640777,سالم,0.24029126213592233,412.0
مرغش,0.3446601941747573,مرغش,0.6553398058252428,412.0
ارزش,0.3439024390243902,ارزش,0.6560975609756098,410.0
اب,0.23170731707317074,اب,0.7682926829268293,410.0
شاید,0.4219512195121951,شاید,0.5780487804878048,410.0
فاکتور,0.3137254901960784,فاکتور,0.6862745098039216,408.0
شدن,0.39803439803439805,شدن,0.601965601965602,407.0
چین,0.41379310344827586,چین,0.5862068965517241,406.0
تخم,0.27586206896551724,تخم,0.7241379310344828,406.0
نباشید,0.7679012345679013,نباشید,0.23209876543209876,405.0
ژامبون,0.30864197530864196,ژامبون,0.691358024691358,405.0
مشخص,0.2962962962962963,مشخص,0.7037037037037037,405.0
نیست.,0.3399503722084367,نیست.,0.6600496277915633,403.0
بودند.,0.43532338308457713,بودند.,0.5646766169154229,402.0
حدود,0.35910224438902744,حدود,0.6408977556109726,401.0
حیف,0.23,حیف,0.77,400.0
نامناسب,0.1225,نامناسب,0.8775,400.0
دونه,0.2531328320802005,دونه,0.7468671679197995,399.0
خراب,0.2656641604010025,خراب,0.7343358395989975,399.0
کالباس,0.1964735516372796,کالباس,0.8035264483627204,397.0
پشتیبانی,0.23273657289002558,پشتیبانی,0.7672634271099744,391.0
۴,0.2743589743589744,۴,0.7256410256410256,390.0
